CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Age_Group,Balance_Group
0.6488222698072804,0.0,1.0,0.3181818181818182,0.6000000000000001,0.0,0.4,1.0,1.0,0.8955502800746065,1,0
0.5331905781584582,0.5,1.0,0.5454545454545454,0.4,0.4767856144301458,0.4,1.0,1.0,0.9800286841143767,1,3
0.3768736616702356,1.0,1.0,0.1363636363636363,0.30000000000000004,0.45731683330072387,0.0,1.0,0.0,0.42926086849718886,0,3
0.3811563169164881,0.0,0.0,0.20454545454545453,0.9,0.5406059488137196,0.0,1.0,0.0,0.7654083308806199,0,3
0.2869379014989294,0.0,1.0,0.8636363636363635,0.9,0.5665540140221873,0.0,0.0,0.0,0.1971074541625261,2,3
0.39828693790149894,0.0,1.0,0.5227272727272727,0.4,0.47925231316029554,0.0,1.0,0.0,0.8157865390385173,1,3
0.6423982869379016,0.0,0.0,0.5,0.1,0.0,0.4,0.0,0.0,0.37858553305829923,1,0
0.8051391862955032,0.0,0.0,0.6136363636363635,0.8,0.0,0.4,1.0,1.0,0.4961018491683063,1,0
0.09207708779443247,0.0,0.0,0.3636363636363636,0.30000000000000004,0.0,0.4,1.0,1.0,0.3058863070651104,1,0
0.46680942184154184,0.0,1.0,1.0,0.2,0.0,0.4,0.0,1.0,0.2574761731587152,3,0
0.7537473233404711,0.0,0.0,0.7954545454545454,0.8,0.49360822156916384,0.4,0.0,1.0,0.8523328443916062,2,3
0.6081370449678801,1.0,0.0,0.47727272727272724,0.2,0.0,0.4,1.0,0.0,0.20327713530277838,1,0
0.766595289079229,0.0,1.0,0.3181818181818182,0.5,0.0,0.0,1.0,1.0,0.3239390782510385,1,0
0.27408993576017127,0.0,0.0,0.27272727272727276,0.5,0.0,0.4,1.0,0.0,0.7199535102618977,0,0
0.2676659528907922,0.0,0.0,0.5227272727272727,0.5,0.0,0.4,1.0,1.0,0.47068468401671854,1,0
0.3126338329764454,0.0,0.0,0.29545454545454547,0.7000000000000001,0.0,0.4,1.0,1.0,0.8785631947301357,1,0
0.620985010706638,0.0,0.0,0.5909090909090908,0.8,0.531869214309284,0.0,0.0,1.0,0.0281073702624671,1,3
0.2826552462526767,1.0,1.0,0.5,1.0,0.483686384380208,0.0,1.0,0.0,0.6917638408956704,1,3
1.0,0.5,1.0,0.7045454545454546,0.8,0.3931857352919666,0.0,1.0,0.0,0.5957795218517128,2,2
0.5224839400428266,0.5,1.0,0.22727272727272724,0.5,0.28337094953572584,0.0,1.0,1.0,0.6524613910889933,0,2
0.5417558886509636,0.0,1.0,0.4090909090909091,0.5,0.4685529889844917,0.4,1.0,1.0,0.5577489308996212,1,3
0.8886509635974303,0.0,1.0,0.22727272727272724,0.30000000000000004,0.0,0.4,1.0,0.0,0.01108261244071275,0,0
0.6788008565310492,0.5,1.0,0.3863636363636364,0.4,0.3820411307236337,0.4,1.0,0.0,0.9647921432322595,1,2
0.28051391862955033,0.0,1.0,0.3863636363636364,0.30000000000000004,0.48239067902031463,0.0,1.0,0.0,0.04962265735851296,1,3
0.7066381156316915,0.0,0.0,0.4318181818181818,0.8,0.0,0.0,1.0,1.0,0.08161539582591953,1,0
0.17987152034261233,0.5,1.0,0.22727272727272724,1.0,0.5034524575296687,0.0,1.0,0.0,0.16139239477234094,0,3
0.6552462526766595,0.5,1.0,0.3409090909090909,0.2,0.6449416972444869,0.4,1.0,0.0,0.8469644913637722,1,3
0.2719486081370449,0.5,1.0,0.29545454545454547,0.0,0.4531267256757515,0.0,1.0,0.0,0.16514523390380872,1,3
0.5032119914346894,0.0,1.0,0.8636363636363635,0.7000000000000001,0.0,0.0,1.0,1.0,0.7119758003612855,2,0
0.19486081370449682,0.0,1.0,0.6136363636363635,1.0,0.0,0.4,0.0,0.0,0.8609428315404385,1,0
0.7944325481798716,0.0,1.0,0.4318181818181818,0.6000000000000001,0.0,0.0,1.0,1.0,0.580604667775028,1,0
0.6852248394004282,0.0,1.0,0.8636363636363635,0.9,0.0,0.0,0.0,0.0,0.427541392571878,2,0
0.6423982869379016,0.0,1.0,0.27272727272727276,1.0,0.22980441979450703,0.0,0.0,0.0,0.39599041768271037,0,2
0.4582441113490364,0.0,0.0,0.18181818181818182,0.8,0.5978100112280649,0.0,1.0,0.0,0.21132863923259815,0,3
0.9186295503211991,0.0,1.0,0.1363636363636363,1.0,0.0,0.4,1.0,1.0,0.7845485008630398,0,0
0.961456102783726,1.0,0.0,0.3636363636363636,0.6000000000000001,0.5507819130867039,0.4,0.0,1.0,0.7325427216148515,1,3
0.2633832976445395,0.0,1.0,0.5681818181818181,0.2,0.0,0.4,1.0,0.0,0.5277075066838629,1,0
0.6466809421841541,0.0,0.0,0.5,0.7000000000000001,0.0,0.0,1.0,0.0,0.3640305488269576,1,0
0.5331905781584582,0.5,0.0,0.7272727272727273,0.5,0.43029179696027187,0.0,1.0,1.0,0.03449693259483271,2,3
0.6059957173447538,0.0,0.0,0.20454545454545453,0.4,0.0,0.4,0.0,0.0,0.4435715569694658,0,0
0.8394004282655246,0.5,0.0,0.45454545454545453,0.6000000000000001,0.716970025558983,0.4,0.0,0.0,0.7656193567892282,1,3
0.6745182012847967,1.0,0.0,0.47727272727272724,0.9,0.6456561307421672,0.0,0.0,0.0,0.4508805678908321,1,3
0.5867237687366168,0.0,0.0,0.47727272727272724,0.4,0.32002559286122906,0.0,1.0,0.0,0.48580330454165477,1,2
0.7815845824411135,0.0,0.0,0.3636363636363636,0.8,0.0,0.4,1.0,0.0,0.26762948112991614,1,0
0.5546038543897217,0.5,0.0,0.8636363636363635,0.6000000000000001,0.4115011796223718,0.4,1.0,0.0,0.7152249889896807,2,3
0.987152034261242,0.0,0.0,0.24999999999999994,0.8,0.0,0.4,0.0,0.0,0.7366993516681728,0,0
0.8201284796573877,0.0,0.0,0.6136363636363635,0.6000000000000001,0.0,0.4,0.0,0.0,0.7359124321526438,1,0
0.69593147751606,0.5,0.0,0.5681818181818181,0.0,0.4742755913367057,0.0,1.0,0.0,0.9075900135816034,1,3
0.6895074946466809,0.5,1.0,0.3863636363636364,0.4,0.5440301279296308,0.4,1.0,0.0,0.5832577507369772,1,3
0.6680942184154176,0.0,0.0,0.24999999999999994,0.9,0.0,0.4,1.0,0.0,0.5577096574671278,0,0
0.26552462526766585,1.0,1.0,0.3181818181818182,0.7000000000000001,0.0,0.4,1.0,0.0,0.3393830428925418,1,0
0.4946466809421842,0.0,0.0,0.3636363636363636,0.5,0.0,0.4,1.0,0.0,0.9279127391358054,1,0
0.34261241970021417,0.0,1.0,1.0,0.4,0.0,0.4,1.0,1.0,0.7415211786112184,3,0
0.38329764453961446,0.0,1.0,1.0,0.5,0.34731571691119695,0.0,1.0,1.0,0.1964250470042951,3,2
0.47965738758029974,1.0,0.0,1.0,0.8,0.4304721490705649,0.0,1.0,1.0,0.1165530413721347,3,3
0.6980728051391863,0.0,0.0,0.5227272727272727,0.30000000000000004,0.5990505946059613,0.4,1.0,0.0,0.3581276268485592,1,3
0.5374732334047109,0.0,1.0,1.0,0.5,0.0,0.4,1.0,1.0,0.8079309520025123,3,0
0.8458244111349037,1.0,0.0,0.659090909090909,0.6000000000000001,0.5073746874677285,0.4,1.0,0.0,0.6233965495512898,2,3
0.5353319057815845,1.0,1.0,0.909090909090909,0.6000000000000001,0.3918264583042462,0.0,1.0,1.0,0.6601141571118407,2,2
0.5610278372591005,0.5,1.0,0.22727272727272724,0.7000000000000001,0.4681822408452771,0.4,1.0,1.0,0.17210263503719495,0,3
0.5032119914346894,0.0,0.0,0.3863636363636364,1.0,0.0,0.4,1.0,0.0,0.9022867493890229,1,0
0.47965738758029974,0.5,1.0,0.4090909090909091,1.0,0.4252839868171177,0.4,0.0,0.0,0.9917098036543504,1,3
0.4989293361884367,0.0,1.0,0.4318181818181818,0.9,0.0,0.0,1.0,0.0,0.5564464537766458,1,0
0.6338329764453962,0.0,1.0,0.3636363636363636,0.7000000000000001,0.6397632201982886,0.0,1.0,0.0,0.609433968777471,1,3
0.5289079229122055,0.5,0.0,0.75,0.0,0.43224414342891176,0.8000000000000002,0.0,0.0,0.4416766263591172,2,3
0.5631691648822269,0.0,0.0,0.45454545454545453,0.2,0.0,0.4,0.0,0.0,0.8938466135819937,1,0
0.31049250535331907,0.5,1.0,0.3181818181818182,0.2,0.3949509938477412,0.0,0.0,1.0,0.5556310672762903,1,2
0.841541755888651,0.0,1.0,0.4318181818181818,0.2,0.0,0.0,0.0,1.0,0.03989845541342242,1,0
0.6723768736616703,0.5,0.0,1.0,0.30000000000000004,0.4307380737732998,0.4,1.0,1.0,0.08182742233153412,3,3
0.5481798715203426,0.0,1.0,0.5681818181818181,0.6000000000000001,0.39701745039191016,0.4,1.0,0.0,0.9365923678362694,1,2
0.5738758029978587,0.5,0.0,0.5227272727272727,0.4,0.5318198715661806,0.0,0.0,1.0,0.756518426719302,1,3
0.6423982869379016,0.0,1.0,0.15909090909090912,0.4,0.0,0.4,1.0,0.0,0.7634963901211657,0,0
0.2997858672376873,1.0,0.0,0.1363636363636363,0.5,0.6864617024386276,0.0,0.0,1.0,0.7757330911488339,0,3
1.0,0.0,1.0,0.9772727272727273,0.1,0.0,0.0,1.0,0.0,0.2650469402569043,3,0
0.5010706638115631,0.5,0.0,0.47727272727272724,0.5,0.3322021702118179,0.8000000000000002,1.0,0.0,0.03934122294066755,1,2
0.5610278372591005,0.5,1.0,0.659090909090909,0.9,0.6061302818207983,0.0,1.0,0.0,0.6091140779145877,2,3
0.6616702355460385,0.0,0.0,0.4090909090909091,0.4,0.0,0.0,1.0,0.0,0.9280077958513947,1,0
0.5438972162740899,0.0,1.0,0.5227272727272727,0.2,0.0,0.4,0.0,1.0,0.512432492846857,1,0
0.6873661670235546,0.0,1.0,0.7272727272727273,0.4,0.6593842942367557,0.0,1.0,0.0,0.6037636355731647,2,3
0.9550321199143469,0.5,0.0,0.20454545454545453,0.9,0.4465784095845449,0.0,1.0,1.0,0.598447763858306,0,3
0.4453961456102783,1.0,0.0,0.47727272727272724,0.30000000000000004,0.0,0.8000000000000002,1.0,0.0,0.7023155865947417,1,0
1.0,0.0,0.0,0.3863636363636364,0.9,0.0,0.4,0.0,0.0,0.12627239042174512,1,0
0.6145610278372592,0.0,1.0,0.3409090909090909,0.1,0.0,0.4,1.0,1.0,0.4318728769520334,1,0
0.6595289079229122,0.0,1.0,0.7727272727272727,0.30000000000000004,0.0,0.0,1.0,0.0,0.8792926799775085,2,0
0.7837259100642399,0.0,1.0,0.5454545454545454,0.1,0.5172487363295593,0.4,0.0,1.0,0.7176703980429924,1,3
0.4325481798715204,1.0,0.0,0.3409090909090909,0.8,0.0,0.4,1.0,0.0,0.570800568158992,1,0
0.6338329764453962,0.0,0.0,0.1363636363636363,0.6000000000000001,0.4581492031286488,0.4,0.0,1.0,0.6787959035758685,0,3
0.6509635974304068,1.0,1.0,0.3863636363636364,0.30000000000000004,0.0,0.4,1.0,1.0,0.8823270404286717,1,0
0.6552462526766595,1.0,0.0,0.29545454545454547,0.30000000000000004,0.5571968682583436,0.0,0.0,1.0,0.6032274156375401,1,3
0.34903640256959323,1.0,0.0,0.6136363636363635,0.2,0.0,0.0,0.0,0.0,0.9890889399160008,1,0
0.7023554603854391,0.0,0.0,0.3636363636363636,0.6000000000000001,0.0,0.4,1.0,1.0,0.8766245880604663,1,0
0.3961456102783726,0.5,1.0,0.5,0.1,0.39570899084963146,0.0,0.0,0.0,0.67295586911931,1,2
0.6188436830835117,1.0,1.0,0.5681818181818181,0.5,0.0,0.4,1.0,1.0,0.32231946190694677,1,0
0.6573875802997858,0.0,1.0,0.24999999999999994,0.5,0.0,0.4,1.0,0.0,0.5427633397466598,0,0
0.37901498929336197,0.0,0.0,1.0,0.9,0.0,0.0,1.0,1.0,0.0792393781749881,3,0
0.7516059957173448,0.0,1.0,0.09090909090909088,0.5,0.5183627743041009,0.0,0.0,0.0,0.609384789434616,0,3
0.822269807280514,1.0,1.0,0.659090909090909,0.2,0.0,0.0,1.0,0.0,0.2404990437544561,2,0
0.860813704496788,0.0,1.0,0.22727272727272724,0.8,0.0,0.4,1.0,0.0,0.3859362688748242,0,0
0.6830835117773019,0.0,1.0,0.3636363636363636,0.4,0.3987864953455804,0.0,1.0,0.0,0.5473584814379499,1,3
0.9785867237687366,0.5,0.0,0.75,0.1,0.3498624879926348,0.0,0.0,1.0,0.1830944432995947,2,2
0.6059957173447538,1.0,0.0,0.659090909090909,0.5,0.0,0.0,0.0,0.0,0.8333013392440599,2,0
0.3468950749464669,1.0,0.0,1.0,0.30000000000000004,0.0,0.4,1.0,1.0,0.8066645964314608,3,0
0.5267665952890793,0.0,0.0,0.29545454545454547,0.6000000000000001,0.0,0.0,1.0,1.0,0.08183647773444025,1,0
0.6552462526766595,0.5,1.0,0.6136363636363635,0.0,0.518819493603957,0.4,1.0,0.0,0.7542815921119336,1,3
0.8308351177730192,1.0,1.0,0.75,0.5,0.5400861361678759,0.8000000000000002,1.0,1.0,0.7624027375933851,2,3
0.35117773019271936,0.0,1.0,0.5681818181818181,0.1,0.3680791671231934,0.0,0.0,1.0,0.4011035184142619,1,2
0.6381156316916489,1.0,1.0,1.0,0.7000000000000001,0.5369299543093374,0.4,0.0,1.0,0.9522168401776919,3,3
0.5610278372591005,0.0,0.0,0.1363636363636363,0.30000000000000004,0.13769662415524966,0.0,1.0,1.0,0.05777497143670771,0,1
0.576017130620985,0.0,0.0,0.75,0.30000000000000004,0.0,0.0,1.0,0.0,0.8700160951031433,2,0
